id,name,owner,route,evidence_kind,final_shell_capture,acceptance,evidence_paths
x4dva,1A. Brand light · Start,session 06,/p/default/new,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/x4dva.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/x4dva-browser.png
lRC5W,"32A. Workflow editing · Import, Add step and Delete",Skills/Workflows — new worker queued,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/lRC5W.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/lRC5W-state-browser.png
mpyjl,"33A. Optional features · Disabled, empty and waiting states",tasks 445,,specimen states,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mpyjl.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/automations-disabled-light.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/automations-empty-light.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/inbox-disabled-light.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/inbox-empty-light.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/variants-error-light.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/variants-waiting-light.png
N6NED,19A. Inbox · Mobile light,tasks 445,/p/default/inbox,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/N6NED.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/N6NED-browser.png
Jn0Bt,20B. Automation editor · Mobile light,tasks 445,/p/default/automations/fixture-auto,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/Jn0Bt.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/Jn0Bt-browser.png
hG4Cl,21A. Compare variants · Mobile light,tasks 445,/p/default/compare/fixture-group,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/hG4Cl.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/hG4Cl-browser.png
i9Si8J,22A. Plan review · Mobile light,session 06,/p/default/tasks/10000000-0000-4000-8000-000000000000,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/i9Si8J.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/i9Si8J-plan-browser.png
ogTQi,28A. Task actions · Mobile light,tasks 445,/p/default/tasks/10000000-0000-4000-8000-000000000000,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/ogTQi.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/ogTQi-state-browser.png
RvbXf,27B. PR changes and merge · Mobile light,git 565,/p/default/github/prs/218,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/RvbXf.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/RvbXf-detail-browser.png
OGJJ1,S10. Global settings / Resources · Mobile light,settings ba089 — Settings only,/settings/global/resources,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/OGJJ1.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/OGJJ1-browser.png
djknR,32A. Import workflow · Mobile light,Skills/Workflows — new worker queued,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/djknR.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/djknR-state-browser.png
lpRVc,25B. Project tasks · Mobile floating New task,tasks 445,/p/default/,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/lpRVc.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/lpRVc-detail-browser.png
moM53,19A. Inbox · Follow-up review · Dark,tasks 445,/p/default/inbox,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/moM53.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/moM53-browser.png
s6Ih0I,20A. Automations · List and activity · Dark,tasks 445,/p/default/automations,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/s6Ih0I.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/s6Ih0I-browser.png
YVkaw,20B. Automations · Editor · Dark,tasks 445,/p/default/automations/fixture-auto,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/YVkaw.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/YVkaw-browser.png
owGYp,21A. Variant comparison · Results · Dark,tasks 445,/p/default/compare/fixture-group,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/owGYp.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/owGYp-browser.png
Oo1J1,22A. Plan review · Reorder and start · Dark,session 06,/p/default/tasks/10000000-0000-4000-8000-000000000000,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/Oo1J1.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/Oo1J1-plan-browser.png
pf8QM,23A. New task · Starters and follow-ups · Dark,session 06,/p/default/new,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/pf8QM.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/pf8QM-browser.png
OREDs,24A. Shared navigation · Optional tools and project entry · Dark,tools e2fa,/tools,page,True,refreshed owned Tools pair; integrated acceptance pending,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/OREDs.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/tools-final-shell/tools-matched-dark.png
ofMmL,25A. Project tasks · Full resource table and column menu · Dark,tasks 445,/p/default/,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/ofMmL.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/ofMmL-state-browser.png
UzdJ2,"26A. All tasks · Grouping, tags and run actions · Dark",tasks 445,/tasks,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/UzdJ2.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/UzdJ2-populated-browser.png
HBMSk,"27A. GitHub · PR conversation, filters and readiness · Dark",git 565,/p/default/github/prs/218,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/HBMSk.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/HBMSk-detail-browser.png
ef75D,28A. Task actions · Menu and handoff reader · Dark,tasks 445,/p/default/tasks/10000000-0000-4000-8000-000000000000,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/ef75D.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/ef75D-state-browser.png
c6ANji,"29A. Confirmation dialogs · Tasks, variants and plans · Dark",tasks 445,,specimen states,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/c6ANji.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/confirm-delete-task-dark.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/confirm-pick-variant-dark.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/confirm-plan-overwrite-dark.png
Z3tJLp,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",git 565,/p/default/github/prs/218,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/Z3tJLp.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/Z3tJLp-detail-browser.png
cQJod,S02. Project settings / Agents · Desktop dark,settings ba089 — Settings only,/p/default/settings/agents,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/cQJod.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/cQJod-browser.png
v9iCdT,S03. Project settings / Agent config · Desktop dark,settings ba089 — Settings only,/p/default/settings/agent-config,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v9iCdT.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v9iCdT-browser.png
u8PPZ3,S04. Project settings / Worktrees · Desktop dark,settings ba089 — Settings only,/p/default/settings/worktrees,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/u8PPZ3.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/u8PPZ3-browser.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089 — Settings only,/p/default/settings/prompt-templates,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png
c96HBw,S09. Global settings / Notifications · Desktop dark,settings ba089 — Settings only,/settings/global/notifications,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/c96HBw.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/c96HBw-browser.png
iBtG5,S10. Global settings / Resources · Desktop dark,settings ba089 — Settings only,/settings/global/resources,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/iBtG5.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/iBtG5-browser.png
tWnpG,S11. Global settings / Skills · Desktop dark,settings ba089 — Settings only,/settings/global/skills,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/tWnpG.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/tWnpG-browser.png
XvWFg,S12. Global settings / Agent accounts · Desktop dark,settings ba089 — Settings only,/settings/global/accounts,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/XvWFg.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/XvWFg-browser.png
pHBjV,S13. Global settings / Projects · Desktop dark,settings ba089 — Settings only,/settings/global/projects,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/pHBjV.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/pHBjV-browser.png
KwkJs,"32A. Workflow editing · Import, Add step and Delete · Dark",Skills/Workflows — new worker queued,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/KwkJs.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/KwkJs-state-browser.png
NQePM,"33A. Optional features · Disabled, empty and waiting states · Dark",tasks 445,,specimen states,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/NQePM.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/automations-disabled-dark.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/automations-empty-dark.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/inbox-disabled-dark.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/inbox-empty-dark.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/variants-error-dark.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/variants-waiting-dark.png
ITZ94,19A. Inbox · Mobile dark,tasks 445,/p/default/inbox,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/ITZ94.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/ITZ94-browser.png
Itxee,20B. Automation editor · Mobile dark,tasks 445,/p/default/automations/fixture-auto,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/Itxee.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/Itxee-browser.png
iQvMt,21A. Compare variants · Mobile dark,tasks 445,/p/default/compare/fixture-group,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/iQvMt.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/iQvMt-browser.png
PFLKh,22A. Plan review · Mobile dark,session 06,/p/default/tasks/10000000-0000-4000-8000-000000000000,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/PFLKh.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/PFLKh-plan-browser.png
myX8Q,28A. Task actions · Mobile dark,tasks 445,/p/default/tasks/10000000-0000-4000-8000-000000000000,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/myX8Q.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/myX8Q-state-browser.png
MnEgv,27B. PR changes and merge · Mobile dark,git 565,/p/default/github/prs/218,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/MnEgv.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/MnEgv-detail-browser.png
jCdnx,S10. Global settings / Resources · Mobile dark,settings ba089 — Settings only,/settings/global/resources,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/jCdnx.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/jCdnx-browser.png
MF4eF,32A. Import workflow · Mobile dark,Skills/Workflows — new worker queued,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/MF4eF.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/MF4eF-state-browser.png
R2OII2,25B. Project tasks · Mobile floating New task · Dark,tasks 445,/p/default/,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/R2OII2.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/R2OII2-detail-browser.png
mxZSz,00. Design reference · Current UI and behavior,session 06,,reference board,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mxZSz.png
kDsvU,"27C. GitHub PR · Checks passing, requirements unknown",git 565,/p/default/github/prs/218,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/kDsvU.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/kDsvU-detail-browser.png
zze3r,27C. GitHub PR · Requirements unknown · Desktop dark,git 565,/p/default/github/prs/218,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/zze3r.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/zze3r-detail-browser.png
Pf2JI,27C. GitHub PR · Requirements unknown · Mobile light,git 565,/p/default/github/prs/218,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/Pf2JI.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/Pf2JI-detail-browser.png
mC4Fw,27C. GitHub PR · Requirements unknown · Mobile dark,git 565,/p/default/github/prs/218,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mC4Fw.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mC4Fw-detail-browser.png
h8VpfA,S05. Project settings / Bookmarklets · Desktop light,settings ba089 — Settings only,/p/default/settings/bookmarklets,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/h8VpfA.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/h8VpfA-browser.png
f03Qc,S08. Global settings / Appearance · Desktop light,settings ba089 — Settings only,/settings/global/appearance,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/f03Qc.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/f03Qc-browser.png
JWelK,S02. Project settings / Agents · Mobile light,settings ba089 — Settings only,/p/default/settings/agents,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/JWelK.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/JWelK-browser.png
f7OdkB,S03. Project settings / Agent config · Mobile light,settings ba089 — Settings only,/p/default/settings/agent-config,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/f7OdkB.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/f7OdkB-browser.png
